Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
575,590,5.38833333333333,3.78416666666667,4.97666666666667,0.055547661624961,2139.43251541738,-170.832017466391,98.5326930490873,7.38629290047572,31.2807041661108
592,595,5.05833333333333,3.64333333333333,4.89333333333333,0.049249580759134,2654.95111492915,-156.494746282472,82.9665143249823,3.42950295563479,23.0740237000802
622,783,5.59651376146789,4.15688073394495,5.47862385321101,0.064320939759271,1941.37224832874,-238.562240721868,101.124293091378,4.43580075746656,31.9558590850495
784,795,6.18285714285714,4.42857142857143,5.59142857142857,0.038781241796875,1801.6158839603,-224.929283684799,120.38673827917,-1.72597036215346,22.1191788099677
796,808,5.968,3.918,5.6064,0.028040743641228,2287.09092238057,-271.512354910978,102.569876449693,1.33127264545554,17.7342288262674
809,879,5.599375,4.1990625,5.384375,0.209371023562436,1242.46425810691,-123.140584929722,141.018630333889,3.25942328776965,28.5228186494269
884,890,5.56769230769231,4.21384615384615,5.53384615384616,0.032292586209956,534.609485518219,-395.572757524818,225.299106861857,24.5776854435725,-1.13444490786192
891,960,5.40735294117647,3.57617647058824,5.31323529411765,0.054977011961314,1088.97798871551,-277.285891852018,164.38300332208,9.05465870055291,32.1914761350223
961,1042,5.26230769230769,4.0425,5.38903846153846,0.048846415042374,1255.45506342308,-283.239073137293,137.186391349668,19.907768440431,33.0393426491166
1043,1062,5.76142857142857,3.50928571428571,5.31214285714286,0.041324059397805,2103.94352538728,-349.009120699463,112.508334517384,5.25494103298444,16.8303516842899
1064,1107,5.449,3.77033333333333,5.392,0.007481320053618,1989.72028555769,-427.714780960781,105.320229464046,5.66201281516387,21.8164386189518
1108,1159,5.64530612244898,3.86979591836735,5.53510204081633,0.024361078300604,2206.26144517874,-316.3270210202,105.665656775406,-3.16600767246666,18.0970980435423
1160,1164,5.41285714285714,3.89428571428571,5.51571428571429,0.056218192734463,1669.25060524075,-236.137004345041,119.033212438921,-26.2472560953203,35.8910039551263
1165,1197,5.39612903225807,4.06870967741935,5.44612903225807,0.041018542207555,2126.7688571254,-243.867662733879,103.833644078709,-1.26438579368117,18.9709904284418
1198,1202,4.78666666666667,3.59333333333333,5.21,0.054236894611608,2157.85807189182,-170.234541148673,104.099400665984,-4.5751325817239,13.2340880752575
1203,1230,5.03384615384615,3.77576923076923,5.27923076923077,0.043362601056455,1080.33666937575,-323.169787845639,162.964453220856,7.09760356855996,21.8145283201229
1245,1257,5.90176470588235,4.08,5.63588235294118,0.025665557948125,1169.85710187687,-335.278497903054,144.521632190151,-10.9037922207492,27.7287476058535
1258,1366,5.67008547008547,3.88,5.51102564102564,0.018778447887508,1780.9962554158,-357.353452906459,124.273583469757,-4.83503419763995,23.4610494965568
1367,1470,5.47563829787234,4.02106382978723,5.45446808510638,0.042412030713499,1863.64291338465,-279.817696842744,115.099976720144,14.7503897733093,25.2643207933655
1471,1589,5.8065,4.04878571428571,5.63621428571429,0.025681679837726,1780.18168234428,-324.803409558777,118.497143620358,-5.54900873761998,29.2651308811011
1590,1610,5.0359375,3.9965625,5.2740625,0.094773518904276,1584.78734201841,-148.453331328886,131.708948288958,-9.17833314609796,33.6169177002049
1614,1647,5.40016129032258,4.07193548387097,5.38758064516129,0.063010027773547,1408.6872014562,-216.500799130701,137.42468738873,-4.55517844052883,33.5314252330796
1648,1691,5.32,3.51620689655172,5.62172413793104,0.111340887493338,1548.1636432997,-123.076768209812,134.118817580399,-14.5591218919109,30.9970879845478
1692,1711,5.34088235294118,4.03352941176471,5.39911764705882,0.035297843042354,1585.76637760504,-285.638848093806,131.175129522557,7.76858367865289,25.7827425373654
1712,1770,5.65716981132075,3.90698113207547,5.50471698113208,0.03134406435834,1908.41612191576,-287.308122773395,110.615708120777,9.45725673479394,31.8658562049498
1771,1847,5.42045454545455,4.22977272727273,5.28113636363636,0.041055629624733,1240.61941872974,-336.182503836118,147.076060595717,9.69994479094383,31.9521023050194
1847,1851,5.59777777777778,3.37666666666667,4.93333333333333,0.125996082183369,997.029607918064,-267.838461990762,131.051876673964,13.5544022080735,44.4605518277535
1852,1900,5.03423076923077,4.49307692307692,5.31346153846154,0.127907278908612,1913.03811739542,-153.618854066422,103.196927544798,-3.30962201436873,35.9580562067541
1879,1944,4.92833333333333,5.00666666666667,5.24,0.094701535112644,1593.62194584726,-233.781192144309,118.360389501715,-2.82295473791155,30.6700934507271
1901,1915,6.03636363636364,4.15636363636364,5.60818181818182,0.040678455091198,1545.80655410176,-298.910150520989,126.655815040824,0.800143461186151,27.2508290311306
1916,1938,4.81764705882353,4.23941176470588,5.33117647058824,0.081543443615539,906.183141679193,-327.987194384454,140.72174744803,-2.90635266189938,31.6343175066986
1945,1960,5.05,4.236,5.472,0.219560430249176,2384.73314592342,-23.4961230008525,89.6822075087237,-1.14780965085524,25.7222277622983
1962,2002,5.63157894736842,4.05877192982456,5.57789473684211,0.080913471947156,2133.01843908019,-210.399976965834,94.9483886815536,11.7072848379213,32.63909325277
2003,2060,5.10317073170732,4.48975609756098,5.27817073170732,0.154285535485563,1978.81810787356,-135.090524033726,91.2020310211713,-7.69242499159868,35.4006767853515
2063,2065,4.81125,4.25625,4.92,0.220626949325554,2203.51356364531,-50.7402876863022,91.3553569812048,0.980049928398181,38.2600339324716
2069,2116,5.27618181818182,3.98145454545455,5.30890909090909,0.194977151147853,1818.40922536396,-65.0925261117711,115.071849188684,-9.89563413483826,27.2942520715781
2119,2167,4.98814814814815,4.23888888888889,5.17296296296296,0.12198485178086,1818.5455021399,-110.739207747153,123.457312610005,-23.7776316265252,18.7923073564226
2168,2180,4.84857142857143,3.78857142857143,5.15714285714286,0.016892914863739,1913.93281493156,-283.431147240929,124.283111052292,-4.3202710878268,7.81907211417924
2181,2200,5.25769230769231,4.40384615384615,5.45153846153846,0.138459494475748,1630.19958670836,-141.305737063832,126.527913034089,-14.2042688057456,32.5261409578869
2201,2205,5.2225,4.1925,5.65,0.216630637209242,2306.67822648257,-8.67239038556576,99.7456447719742,-21.5750654169292,19.7779255792517
2220,2235,5.239,4.261,5.337,0.141754911848176,1960.75611771304,-75.99654049281,117.447210766007,-20.689474421092,20.5057487957235
2236,2305,5.21262295081967,4.35262295081967,5.20885245901639,0.102701635184962,2272.92336936092,-155.091237661886,94.5452978733203,1.37175409475173,23.178314840163
2306,2320,5.23357142857143,4.43428571428571,5.50285714285714,0.037815973370522,1748.00602587796,-255.537705750884,125.926734225329,-13.219350013481,17.0312094882972
2321,2323,5.435,4.24,5.32,0.047787320090505,1708.9739780463,-240.947535341424,132.228812162576,-16.4770735673858,-1.15804280311329
2324,2348,5.32631578947368,3.86263157894737,5.29631578947368,0.072610713059099,1544.92296775944,-290.231183260858,97.0495400394664,9.56120497301142,34.2329798774986
2349,2442,5.60229166666667,3.84395833333333,5.48979166666667,0.016323482119568,1893.31806869777,-315.177501915522,124.369802960124,-11.2155477479619,10.0338547473181
2443,2460,6.13105263157895,4.17263157894737,5.62631578947368,0.049981908088739,2142.38462847902,-164.320207119978,101.492808605766,-19.5067638372879,19.697739370099
2461,2470,5.22233333333333,3.95666666666667,5.243,0.047042838057512,1754.03998326662,-222.824025598926,119.288585005299,-11.3581874886434,36.6875569515431
2471,2493,5.70913043478261,3.8295652173913,5.29217391304348,0.03484371467288,1948.5797542782,-248.918176153322,110.493862674386,-4.81589453344282,22.6321954836696
2494,2520,5.18757575757576,3.8,5.30030303030303,0.013666944284909,1719.5960727783,-349.797515599833,115.883176546258,-1.00727811969333,19.5428065537578
2525,2608,5.43333333333333,4.18333333333333,5.51833333333333,0.053797405171304,1566.2467331139,-264.681053166864,128.446653907944,-1.53125774722126,30.706538419946
2608,2809,5.32382550335571,4.07234899328859,5.32288590604027,0.067862572740884,1970.90072951923,-220.338500454043,108.008605839648,7.92065029599803,22.9272318061077
2851,3024,5.48369565217391,4.11271739130435,5.44717391304348,0.016082782043673,1768.2566952473,-330.257057281295,121.568328899262,5.929463923173,20.6326453174805
3028,3070,5.30634920634921,4.09253968253968,5.28333333333333,0.014374784323907,1777.51494808059,-374.060315399605,117.939796667075,14.6741577598746,27.2409458789474
3071,3111,5.48275,3.89575,5.38275,0.016902740162321,1777.02571198577,-348.052778500314,117.62205581194,9.52961235467923,32.6303269676779
3140,3194,5.80625,4,5.49425,0.019810014477842,1162.94741789998,-359.477665246945,155.053674986835,3.94928747390119,22.0883591024218
3195,3226,5.52323076923077,4.16846153846154,5.39738461538462,0.095935863152636,1874.09095723308,-139.527746421685,122.156870626559,-18.1399578028632,27.527745298017
3230,3239,5.064,3.914,5.64,0.148078340830947,1558.0878279658,-71.5268127953001,134.046270021316,-8.73844964967389,21.1409719846222
3240,3248,5.65296296296296,3.82888888888889,5.38962962962963,0.013390286984833,2326.47725618097,-345.447835090451,94.9566549691292,-27.4004404254317,18.9052671846972
3249,3253,5.01666666666667,4.14166666666667,5.55166666666667,0.309163776563527,2327.3296369181,-5.58246545648981,94.9397985396704,-6.25724655130582,33.6920934674158
3254,3262,5.798,4.134,5.618,0.403882441713021,2143.88681782266,26.6511703514207,96.3201566210948,6.23962181558366,35.5163089820822
3263,3269,6.162,3.533,6.035,0.066537572266012,1707.17447207048,-179.097246583931,125.484765560577,7.17496858509274,22.9977385194917
3270,3318,5.58617647058824,3.96147058823529,5.51764705882353,0.045319500173852,3102.83434044381,-253.464188794574,66.058694019667,-5.50631855343974,21.989579622411
3319,3380,5.74425531914894,3.85957446808511,5.55106382978724,0.019407265528745,1885.54447771456,-347.556102298373,114.822748434689,2.18393877094119,21.9239714350458
3381,3396,4.82166666666667,3.69333333333333,5.445,0.03667105755994,1700.39645065891,-239.769691314412,120.429486194061,1.0058309405005,18.1292554323638
3397,3411,5.51166666666667,3.90888888888889,5.65055555555556,0.017695090374963,1669.78548527967,-359.66500213019,128.263316796246,13.5026169823919,25.7769432731755
3412,3484,5.72613636363636,3.84204545454546,5.68545454545455,0.014159039246263,1726.53071652403,-382.851084384521,117.471831604486,16.303760929274,29.591822535115
3485,3498,5.43666666666667,4.04266666666667,5.18733333333333,0.132847473857876,1375.78129877301,-133.628601421407,140.390063008132,-5.68968843316635,19.9517900912255
3505,3536,5.626875,3.72895833333333,5.543125,0.063933633895635,1720.69405401442,-216.555462223219,119.730129691395,-1.38965893765496,30.0472096251739
3537,3545,5.45945945945946,3.94243243243243,5.28432432432432,0.139595368732644,1169.14550138445,-223.099277393925,129.989506035553,23.344534649861,39.6300684695136
3546,3555,4.89,3.83142857142857,4.57,0.092654712502218,1388.74367969195,-211.445926582681,138.482249411767,7.66801462688875,26.1012535749921
3565,3581,5.64333333333333,4.00952380952381,5.59809523809524,0.060246594276934,2232.23601164711,-212.679201484967,102.256048520012,23.3587407784733,27.0284537131878
3582,3590,4.96333333333333,4.30166666666667,4.88333333333333,0.057717934522013,1379.6452324986,-222.198023587502,132.444641363051,14.1956195359106,36.5937336948402
3591,3613,5.6544,3.9756,5.5872,0.042923679814076,1538.02906497731,-267.818985208903,132.876284760731,6.10578019862043,29.1034013651819
3614,3654,5.515,3.83214285714286,5.29071428571429,0.115281082572979,571.224803324147,-287.573107847733,197.865561848392,15.6053491090284,25.8198547934123
3655,3684,5.50694444444444,4.27833333333333,5.39805555555556,0.074946380551392,1858.7683365829,-226.820159539993,112.294995659402,10.6565287932853,29.9577156299474
3685,3690,5.08555555555556,4.34555555555556,4.95555555555556,0.067047915109623,1827.05518499214,-160.153871904938,114.638849065335,15.2704699379447,24.7033248767911
3693,3715,5.006,3.498,5.414,0.092006704488421,2001.82123604705,-120.989585521346,105.782000550181,6.85777966890918,29.5431325031276
3717,3793,5.40947368421053,3.91605263157895,5.48842105263158,0.184818435115696,1000.88103569745,-216.486704652982,158.316432808656,16.1765887340394,31.2347916212385
3795,3843,5.14086206896552,4.2551724137931,5.19655172413793,0.186067636361148,1583.18874864016,-142.450867201439,108.213817338054,-3.83028499560486,27.3858901793656
3855,3898,4.91142857142857,4.12666666666667,4.94095238095238,0.134003796288326,1382.40675712835,-193.882200418641,120.63096710991,8.48037900295426,28.0837303909166
3899,4080,5.41248120300752,3.94518796992481,5.40932330827068,0.144399063669619,2377.83962313319,-74.0641123244727,94.1418028246728,-15.3451399067803,23.0150363155183
4081,4101,6.13333333333333,4.44333333333333,5.45166666666667,0.03453271658606,1910.78413194966,-266.8309742987,115.224139983401,-9.35516506189682,21.9284192596542
4102,4110,5.2025,4.37,4.96333333333333,0.036088798479213,2576.56416712158,-204.493188672616,83.814993285036,8.89417267553144,24.9725150744991
4111,4120,6.57714285714286,4.19142857142857,5.76,0.074177685203564,1358.74027474872,-194.921763305102,155.40089859782,-19.5894944367109,27.6523087886546
4121,4131,5.74333333333333,4.08777777777778,5.38777777777778,0.039468190340546,2293.38618403785,-205.785094711171,99.1403916987184,-13.8670680165589,15.7769666450294
4132,4147,5.42222222222222,3.67333333333333,5.57888888888889,0.098765999781401,2092.57862464025,-100.492220043734,104.024910638973,-6.8553986568465,23.321765412391
4147,4180,4.92642857142857,4.01285714285714,5.035,0.071059904607524,2568.69680125461,-182.224168730273,80.3155302437738,6.52781257102384,25.3947940808032
4183,4185,4.66,6.215,4.82,0.023709907029108,1588.2258565729,-277.549780731057,131.172432260743,21.8434602378244,18.4875194306104
4187,4234,4.55833333333333,4.25833333333333,5.0075,0.029791323465659,2658.33593457971,-248.897982089106,78.4377918088525,-4.28139355712853,23.6870880357704
4237,4297,6.2087037037037,4.09944444444445,5.89925925925926,0.075681607851806,2019.07095899712,-158.774680937089,103.360123795138,-0.297473051064743,25.5567163977528
4298,4381,5.66854166666667,4.09770833333333,5.523125,0.020508387644554,1858.90397155169,-336.02507747394,114.167672668149,5.89432216903409,33.324775059569
4382,4435,5.69388888888889,3.87777777777778,5.43888888888889,0.032634427900777,2180.4238807188,-294.978147034709,101.662824893833,-9.46356838247609,21.0908169111434
4437,4475,5.3764,3.6444,5.4868,0.008295402623781,2257.43192016267,-388.452500303879,90.5325026286852,9.65403639242721,37.1906737989158
4479,4570,5.65,3.85445945945946,5.62337837837838,0.020817666128984,2348.71491454684,-315.787420259702,89.1664443727539,-2.89960444475547,30.1193730739293
4572,4643,5.30744186046512,3.99372093023256,5.42906976744186,0.0294611805636,1413.92185183154,-338.396223271898,123.59470322245,16.6634228233938,37.2651678889692
4645,4660,6.06272727272727,4.06272727272727,5.86454545454545,0.065293493576199,1213.96149686223,-330.143476625468,133.623830544473,11.8125136602012,30.9464459302155
4661,4680,5.5875,3.53125,5.47375,0.074212152662919,2002.79892957076,-216.29179776561,114.671308939843,-15.7990023414526,26.0995081943051
4680,4700,5.99375,4.675,5.97875,0.008543576522199,1635.24442628669,-377.044374788111,134.056752935026,-10.9003501306832,11.1904258599328
4705,4719,6.83,4.39333333333333,5.87,0.009986862393763,1652.72355798006,-365.437296296783,131.033888360594,-2.37891583673258,24.3869042048651
4720,4765,5.74939393939394,4.22424242424242,5.6730303030303,0.013224079150778,1853.06687470297,-346.637101161112,118.757098839737,11.5395307400365,15.9030895248502
4766,4800,6.14384615384615,4.16846153846154,5.94846153846154,0.021392429315029,1808.95997331432,-302.414400651101,119.77738731578,-4.10373637285473,24.6052729863025
4810,4867,5.72,3.79727272727273,5.45,0.022895210161928,1893.2535384366,-320.99026661321,111.093592263566,9.50939181025039,26.547605014966
4870,4889,5.08692307692308,3.81,5.22538461538461,0.008871007485953,2528.3899591305,-357.699687824793,79.6760200101975,-9.82652290343031,29.7479508560202
4909,4954,5.28736842105263,4.03368421052632,5.5121052631579,0.042501043670823,1618.10963746322,-309.135939228945,110.404491524209,43.3521783811506,35.6742980681754
4955,5005,5.75333333333333,3.78041666666667,5.68833333333333,0.016484738341522,1638.27406785509,-347.499849600549,127.892981527687,-0.906019469943874,21.8099823912458
5006,5028,5.18583333333333,3.83833333333333,5.33833333333333,0.031259827689016,1628.57384060572,-303.996724414267,127.242646781087,-9.72544706447166,16.6229767975218
5029,5033,6.16333333333333,4.11666666666667,5.83666666666667,0.011919251061237,1859.1883131987,-365.484260160056,114.678312916385,-3.46486702869304,27.4978650138953
5035,5102,5.55969230769231,3.95492307692308,5.37938461538462,0.011679444295023,2245.67351399428,-356.00947036825,95.5786843453802,9.29770900387326,30.3124623389504
5103,5135,5.4705,4.2785,5.244,0.088732838515554,1470.12137403951,-161.439555081843,131.413161590604,-2.81559679588077,34.8629953384393
5136,5220,5.67069767441861,3.88651162790698,5.44720930232558,0.011218437577914,2208.07552386018,-372.624174465615,96.2596322487112,5.10054993085189,33.1330121158178
5222,5269,5.59863636363636,3.935,5.40318181818182,0.011895443344806,2141.03613671744,-352.70093075685,105.398072037863,-5.58810180809844,20.0721988536584
5280,5307,5.29515151515152,3.87212121212121,5.31060606060606,0.02475157348741,950.55980427929,-391.391443684823,160.078208600681,23.7816407106374,28.1660625546532
5309,5384,5.09428571428571,4.13428571428571,5.17809523809524,0.095570169101771,1344.17966488053,-186.104828263896,143.6061710996,5.84886515882132,23.8236800478628
5385,5431,5.33192307692308,4.07615384615385,5.53346153846154,0.024012947774236,1157.58692001566,-387.58299931206,147.768495797199,15.0308521790421,29.4199985803416
5434,5450,4.923125,4.0225,5.051875,0.099531966012614,1685.07281772277,-122.205366880183,129.372178095075,-7.12134210074763,21.6535620950752
5455,5490,5.73027777777778,4.05388888888889,5.5875,0.035867192925915,2700.95401205674,-208.561757584879,80.6945364930468,0.299874455551037,27.2514307888177
5491,5520,5.89069767441861,3.95,5.73860465116279,0.033687978918989,1886.61495148126,-278.59901692897,109.958850749859,23.5719143579332,39.6009250821117
5521,5552,5.47,3.76310344827586,5.49862068965517,0.021221155617975,2064.74502069576,-336.375068760632,108.090149324366,22.1787979245801,23.7077036877905
5553,5644,6.21204545454545,3.94795454545455,5.9475,0.006183470877365,1856.90686558151,-454.490114902174,114.751748064272,22.3716998864349,18.620669303917
5645,5650,6.0075,3.921875,5.679375,0.179387159758703,1157.87012277036,-171.004232421691,153.736314391733,-5.31165402405685,26.5765409512673
5653,5685,5.42339622641509,3.92830188679245,5.43,0.07421853172002,1598.50376004962,-190.034837561362,124.746691899761,1.69784013012106,39.9883361918714
5686,5690,5.59714285714286,3.93428571428571,5.43142857142857,0.121648243985573,1045.85850775579,-196.167769990984,158.937494432349,-0.035286471397191,30.9921104602759
5691,5695,5.553,4.011,5.487,0.088584170079918,1693.37799167903,-151.739939001105,118.81659656561,8.33832899731521,20.6164423236248
5696,5701,5.916,3.412,5.568,0.163677404747169,1399.08155053788,-175.326939656712,138.865808684897,-2.9605268433166,20.7128898143254
5702,5715,5.13473684210526,3.97526315789474,5.52894736842105,0.098816761472005,2071.63492801976,-133.072973298667,107.821887473352,0.959185714888107,20.2391702743156
5717,5740,4.92894736842105,4.23210526315789,5.14684210526316,0.074435794112458,1568.19151811394,-177.582592300436,127.755573981428,-2.71905629662282,22.5576671330863
5742,5775,5.53181818181818,4.15136363636364,5.19045454545455,0.041996905796841,1901.02433888226,-229.409377086249,111.309742655099,-5.82000993441117,43.4033813541649
5805,5840,4.215625,4.305625,4.73125,0.05018622016734,1827.23288914359,-237.966562838144,117.110798063383,5.00813337261959,31.5329495154878
5865,5883,5.14111111111111,4.14722222222222,5.08722222222222,0.048181842973782,2074.84124386744,-197.837582482142,104.714686430261,1.23182753061382,35.6561903073453
5885,5900,5.41454545454546,3.89818181818182,5.35272727272727,0.080078008601337,1547.56852165358,-182.106593406217,139.429494302961,-0.927439892840474,20.628291520064
5905,5920,4.89181818181818,3.65181818181818,5.12909090909091,0.054616827960254,1279.80473512618,-272.032655843927,125.763790641621,7.90851445690666,21.275012284444
5923,5965,5.23444444444444,3.74138888888889,5.47,0.093959060907039,1915.06328087339,-190.572091196572,117.265978063094,-4.97390282296948,18.9509549316432
5966,6120,5.24196721311476,3.81704918032787,5.27967213114754,0.105434119875503,1990.43272631816,-136.474360384715,113.051170849218,-12.5424066345444,23.9737203308844
6121,6142,5.09,3.765,5.204,0.027176258628452,1597.11985041992,-291.395479673532,133.280819806013,-20.0062816292614,18.9758925189614
6143,6148,6.24,3.88,5.796,0.021808959993358,2050.8100846183,-259.236529763948,105.140794229616,-25.2722704891125,22.7773969039785
6149,6154,5.7225,3.65,5.54,0.028343547894598,2170.28039965316,-257.979704997454,98.7483966304638,-29.8347379001035,26.3515378835669
6155,6157,5.465,4.12,6.145,0.020257688678828,1103.53967722562,-357.184210340941,162.815650116765,-35.4090403755679,20.5234576699813
6157,6165,4.673,4.702,5.212,0.032545140199513,1383.72482653446,-273.194517871276,152.378201074842,-38.2243014482175,20.300335816802
6166,6224,5.40147058823529,4.10823529411765,5.41235294117647,0.122857702711072,2076.26989968045,-147.218956444479,105.444483626266,-10.935407072381,21.0862390582984
6225,6245,5.1604347826087,4.04217391304348,5.27260869565217,0.128029655286565,2649.45684098129,-78.17772163062,79.7897186594116,-4.8759425775942,25.5077805688341
6250,6258,5.4575,3.78625,5.51625,0.067903722782795,2438.31344669378,-148.569185804645,94.2449844168509,-17.5016661554977,16.5367495757253
6259,6273,4.54615384615385,4.59153846153846,5.22307692307692,0.079733919224575,2401.55081853223,-149.42125862061,94.8345357640258,2.88201037521522,13.4827477813156
6274,6276,5.03,4.19666666666667,5.36111111111111,0.040973226232594,2339.86944960053,-192.848148020858,102.800680125862,3.4679449958649,10.0636261084889
6277,6281,3.8275,5.795,4.55,0.132695027861825,1732.2617757104,-139.022112696453,134.815953452699,-19.5816741276284,10.192158896382
6282,6313,5.74,3.559,5.7315,0.031597349222361,1618.13913259786,-297.022214941439,129.444945257811,15.3035418885277,27.8702447005196
6314,6355,5.50653846153846,4.285,5.50346153846154,0.028019098355974,2685.03821217466,-252.455399798231,86.6362348356297,16.8789840530667,16.9006051470704
6371,6413,5.55803571428571,3.86571428571429,5.47553571428571,0.088905656513046,2223.87151025223,-141.602956841101,98.1944426338471,-7.40762099547017,30.6026570482819
6420,6564,5.72637168141593,4.22433628318584,5.39256637168142,0.192288210775884,2140.20643906899,-47.4579263932015,101.53020062362,-7.94262605965709,26.2488551416347
6565,6620,5.58071428571428,3.9425,5.29357142857143,0.02752398362006,1148.82739817622,-376.710665193271,157.956603995347,24.8181707443007,22.7485778611138
6624,6810,5.70592857142857,4.06292857142857,5.64457142857143,0.04722410926268,1714.280725072,-242.669085496448,126.090266657273,-0.160933486625711,24.4781517044873
6820,6830,5.336,4.598,5.022,0.06674367967967,1217.90492028412,-228.888370263536,157.609635271684,1.10802985948029,28.5521325120018
6833,6895,5.70142857142857,4.06114285714286,5.41428571428571,0.106857120614366,1797.55396196916,-145.823715645787,120.279757582249,5.29344902691335,25.8425693250392
6895,6898,6.26333333333333,3.98,5.515,0.12192703546106,1810.64911777027,-99.2486868635555,122.915723540172,2.4817960778312,16.4440010330438
6906,6925,6.275,4.1675,5.8575,0.237168661496235,1569.5282529373,-62.7374966794924,134.378107502082,-20.8137647100233,26.1661679455059
6957,7050,5.52096153846154,3.93615384615385,5.52730769230769,0.111739879349791,1553.64392290533,-170.630711063639,125.294146682118,5.30610753275244,26.1871824723985
7054,7119,5.18684210526316,3.98877192982456,5.27982456140351,0.075282378726053,2224.28845168618,-189.052566511009,103.781744325095,-6.17910538600997,20.2130162475874
7120,7177,5.5635,4.056,5.68,0.043569760670769,1778.98303570828,-283.812081627276,118.316580978321,11.2876462528322,24.1330291797349
7178,7260,5.1628125,4.12765625,5.29984375,0.187866907446052,1908.32160503461,-55.4492476531978,116.18550413684,-21.690035409164,24.3053161489989
7265,7275,5.07333333333333,4.22888888888889,5.15222222222222,0.163424555914776,2565.58063268243,-77.3936446631279,81.5448195039239,-3.46420616352579,30.5148103896735
7293,7445,5.56219512195122,4.22926829268293,5.61585365853659,0.021364070146077,1499.93702081549,-338.416464229698,128.77691098669,10.043674980227,27.6025549839059
